timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1648016046152,25074,Refund Policy-1,200,OK,Thread Group 1-167,text,true,,111652,139,132,132,https://ajkerdeal.com:443/refundpolicy.aspx,457,0,0
1648016064184,7147,Refund Policy,200,OK,Thread Group 1-162,text,true,,112011,274,131,131,https://ajkerdeal.com:443/refundpolicy.aspx,206,0,0
1648016064184,206,Refund Policy-0,301,Moved Permanently,Thread Group 1-162,text,true,,359,135,131,131,http://ajkerdeal.com/refundpolicy.aspx,206,0,0
1648016064390,6941,Refund Policy-1,200,OK,Thread Group 1-162,text,true,,111652,139,131,131,https://ajkerdeal.com:443/refundpolicy.aspx,1616,0,0
1648016050285,21216,Refund Policy,200,OK,Thread Group 1-48,text,true,,112011,274,130,130,https://ajkerdeal.com:443/refundpolicy.aspx,206,0,0
1648016050285,206,Refund Policy-0,301,Moved Permanently,Thread Group 1-48,text,true,,359,135,130,130,http://ajkerdeal.com/refundpolicy.aspx,206,0,0
1648016050491,21010,Refund Policy-1,200,OK,Thread Group 1-48,text,true,,111652,139,130,130,https://ajkerdeal.com:443/refundpolicy.aspx,1617,0,0
1648016055575,16038,Refund Policy,200,OK,Thread Group 1-170,text,true,,112011,274,129,129,https://ajkerdeal.com:443/refundpolicy.aspx,822,0,0
1648016055575,822,Refund Policy-0,301,Moved Permanently,Thread Group 1-170,text,true,,359,135,129,129,http://ajkerdeal.com/refundpolicy.aspx,822,0,0
1648016056397,15216,Refund Policy-1,200,OK,Thread Group 1-170,text,true,,111652,139,129,129,https://ajkerdeal.com:443/refundpolicy.aspx,272,0,0
1648016064069,7679,Refund Policy,200,OK,Thread Group 1-111,text,true,,112011,274,128,128,https://ajkerdeal.com:443/refundpolicy.aspx,205,0,0
1648016064069,205,Refund Policy-0,301,Moved Permanently,Thread Group 1-111,text,true,,359,135,128,128,http://ajkerdeal.com/refundpolicy.aspx,205,0,0
1648016064275,7473,Refund Policy-1,200,OK,Thread Group 1-111,text,true,,111652,139,128,128,https://ajkerdeal.com:443/refundpolicy.aspx,618,0,0
